Sha,ParentSha,Parent2Sha,IsMerge,IsBugfix,BugfixProbability,AuthorId,AuthorDateUtc,CommitterId,CommitterDateUtc,Message,Work Items,Total Files,Modified Files,Added Files,Deleted Files,Total Lines,Net Lines,Added Lines,Deleted Lines
ff5fb14e508cd55b7305387f4ac53be4f611f96a,e1db5c53f0ff29fd97dca8087e7f7bedfd0b5124,,False,True,0.9999542,20,05/10/2018 00:47:34,6,05/10/2018 00:47:34,Fix reversed hyperparameters in Scenarios Tests. Closes #25. (#94),2,1,1,0,0,112,0,14,14
e9cd4bc3310ca4e09ce99f02f67d9549790644fc,ff5fb14e508cd55b7305387f4ac53be4f611f96a,,False,True,0.73595077,21,05/10/2018 15:21:26,4,05/10/2018 15:21:26,Issue #104: Update the build tools to 2.1.200 (#105),2,1,1,0,0,1,0,1,1
2e732ea8a3846ba0193a8116a4a043a58637513c,e9cd4bc3310ca4e09ce99f02f67d9549790644fc,,False,True,0.99590397,22,05/11/2018 15:39:25,7,05/11/2018 15:39:25,Update code generator to handle generic types and types with multiple '+' signs in them. (#102),1,3,3,0,0,15580,55,136,81
ea07be87a5300e0e4d50563cfb14e963f3dee286,2e732ea8a3846ba0193a8116a4a043a58637513c,,False,True,0.9244023,5,05/11/2018 18:09:40,7,05/11/2018 18:09:40,"Fixed exception: ""InvalidOperationException: Source column 'Label' is required but not found."" (#121)",1,2,1,1,0,516,137,139,2
3780923d0d0e839c4e94edec7701c1ab7def7791,ea07be87a5300e0e4d50563cfb14e963f3dee286,,False,False,0.006910975,23,05/11/2018 18:40:08,6,05/11/2018 18:40:08,Update TextLoader.cs (#129),1,1,1,0,0,125,0,1,1
8e60d97bed3909d0443c67e2057726ec8cbdf4b6,3780923d0d0e839c4e94edec7701c1ab7def7791,,False,True,0.77388394,5,05/11/2018 23:20:02,7,05/11/2018 23:20:02,Setting 'useHeader: false' in 'TrainAndPredictIrisModelTest' because there is '#' infront of header row in Iris.txt.,0,1,1,0,0,140,0,4,4
5d03b5403ee690c6b05c5f7ec4c99e4b0bfbcc18,8e60d97bed3909d0443c67e2057726ec8cbdf4b6,,False,False,0.092365414,24,05/12/2018 16:18:47,15,05/12/2018 16:18:47,Replaced calls to DateTime.Now with DateTime.UtcNow to be locale agnostic (#133),1,7,7,0,0,3731,1,16,15
54a0b420262001c4db68e8f7d0524bd30328411c,5d03b5403ee690c6b05c5f7ec4c99e4b0bfbcc18,,False,False,0.005857686,25,05/12/2018 23:31:50,10,05/12/2018 23:31:50,FastTree: Instantiate feature map for disk transpose and make Generalized Additive Models predictor resilient when feature map is not available. (#122),1,22,4,18,0,11668,4543,4560,17
1b08ae43887887abb478130e070dd8407c5e17b9,54a0b420262001c4db68e8f7d0524bd30328411c,,False,True,0.9915505,9,05/14/2018 14:03:13,10,05/14/2018 14:03:12,Fix entry point name for Logistic Regression (LogisticRegressor is misleading) (#139),1,8,8,0,0,40458,0,599,599
ca3fca60845eafb3c27349b7a9d90b20204eb376,1b08ae43887887abb478130e070dd8407c5e17b9,,False,False,0.112503156,4,05/14/2018 14:04:33,10,05/14/2018 14:04:33,Update NuGet packages to fill out all metadata. (#115),1,5,5,0,0,428,39,54,15
33c8364032570003bbdc0bee3c4546df35661c49,ca3fca60845eafb3c27349b7a9d90b20204eb376,,False,True,0.8908523,22,05/14/2018 14:39:32,7,05/14/2018 14:39:32,Update MacroUtils to map trainer kinds to the correct suffix of trainer entry point names (#113),1,9,9,0,0,38120,652,728,76
80a95b51ca4b182b0ed859cb8a928de5bb1e9289,33c8364032570003bbdc0bee3c4546df35661c49,,False,True,0.99867666,4,05/14/2018 16:18:23,7,05/14/2018 16:18:23,Fix build break (#146),1,1,1,0,0,215,0,2,2
31021805167253381b035913c3d87d0354d8173b,80a95b51ca4b182b0ed859cb8a928de5bb1e9289,,False,False,0.31937736,22,05/14/2018 17:03:06,7,05/14/2018 17:03:06,Remove special case for Logistic Regression in MacroUtils.cs (#147),1,1,1,0,0,209,-6,0,6
160e9e404cf810357358b397562d0b17363f68c8,31021805167253381b035913c3d87d0354d8173b,,False,False,0.00533823,4,05/14/2018 22:40:21,7,05/14/2018 22:40:21,Add Parquet symbols nuget package. (#145),1,5,4,1,0,88,-4,21,25
6d5a41d39face9e98c242d3db3ff10ea8e233cc1,160e9e404cf810357358b397562d0b17363f68c8,,False,False,0.12035739,26,05/15/2018 00:26:16,7,05/15/2018 00:26:16,CollectionDataSource (train on top of memory collection instead of loading data from file) (#106),1,7,4,3,0,37104,398,400,2
52ea9627161d3b3e069b2ce7453bf0feeace59ec,6d5a41d39face9e98c242d3db3ff10ea8e233cc1,,False,True,0.9743623,25,05/15/2018 00:53:20,7,05/15/2018 00:53:20,Prevent learning pipeline from adding null transform model to the pipeline (#154),1,2,2,0,0,336,39,40,1
83f9bac40939d3fe3485059710f5bd4456bcf02e,52ea9627161d3b3e069b2ce7453bf0feeace59ec,,False,False,0.006100097,27,05/15/2018 02:22:39,7,05/15/2018 02:22:39,Added Microsoft.ML.Benchmarks Project (#62),1,4,1,3,0,461,226,226,0
436700aadf615e7f05a22925476cc441c63a919d,83f9bac40939d3fe3485059710f5bd4456bcf02e,,False,False,0.068509474,4,05/15/2018 16:04:39,7,05/15/2018 16:04:39,Publishing nuget packages to myget feed. (#155),1,3,3,0,0,349,51,63,12
efa264435b8d3121f5e0e9514cd5dfa158ce3741,436700aadf615e7f05a22925476cc441c63a919d,,False,True,0.99999535,22,05/16/2018 20:47:56,7,05/16/2018 20:47:56,"Fix a bug in Tree leaf featurizer entry point, and add a test for it. (#131)",1,3,3,0,0,3432,68,75,7
c5d168d1b0f9d26ab0443e8bc7c2a820a970de43,efa264435b8d3121f5e0e9514cd5dfa158ce3741,,False,False,0.4139115,26,05/16/2018 21:49:40,7,05/16/2018 21:49:40,no need to add combiner if you don't have transforms. (#172),1,3,3,0,0,794,37,46,9
616e75f779f66554e4fe22d14540be121061b383,c5d168d1b0f9d26ab0443e8bc7c2a820a970de43,,False,False,0.02808896,28,05/17/2018 01:34:44,10,05/17/2018 01:34:44,"Change ""Documentation"" folder to ""docs"" (#87)",1,10,10,0,0,1055,1,11,10
ae1ecefce576baed2419bd61f5782489d94d1821,616e75f779f66554e4fe22d14540be121061b383,,False,True,0.9958903,5,05/17/2018 02:10:30,15,05/17/2018 02:10:30,Fixed RandomUtils.NextFloat() extension methods (#177),1,8,8,0,0,4836,-10,10,20
720ecdc4d5e4540667901a549ac57079123639a3,ae1ecefce576baed2419bd61f5782489d94d1821,,False,False,0.0016074843,4,05/17/2018 17:43:21,7,05/17/2018 17:43:21,Support packages.config (#165),1,3,1,2,0,59,42,42,0
f16737ca7ed06ef7c836fe59ad3288b573a9d70b,720ecdc4d5e4540667901a549ac57079123639a3,,False,True,0.9999932,29,05/19/2018 17:21:00,30,05/19/2018 17:21:00,"Compile CpuMathNative and FastTreeNative with charset=utf-8, fix for issue #78 (#187)",2,1,1,0,0,182,1,1,0
3f586bda6098654f52a9c4e11ee6887c3984b519,f16737ca7ed06ef7c836fe59ad3288b573a9d70b,,False,True,0.9943838,26,05/21/2018 16:47:56,7,05/21/2018 16:47:56,handle boolean type in construction utils. (#183),1,4,4,0,0,1372,86,88,2
86f5ee663611f6c97ddb87be1150601018d74b4b,3f586bda6098654f52a9c4e11ee6887c3984b519,,False,False,0.31214273,25,05/22/2018 02:32:49,7,05/22/2018 02:32:49,Code generate TextLoader API and enhance it with convenience API. (#142),1,22,20,1,1,46306,1290,1579,289
3012428bdf2629c991f1dd90eac7d424b20a2fcf,86f5ee663611f6c97ddb87be1150601018d74b4b,,False,False,0.0053580026,15,05/22/2018 21:36:41,30,05/22/2018 21:36:41,Migration of first `IDataView` docs (#173),1,9,1,8,0,2704,2657,2658,1
7a5b303a6bf4fe8c2d32b63c8cb74c60624b909b,3012428bdf2629c991f1dd90eac7d424b20a2fcf,,False,False,0.032910913,31,05/23/2018 14:30:10,10,05/23/2018 14:30:10,Added Block Size Checks for ParquetLoader (#120),1,2,2,0,0,1587,38,49,11
2207a270d088581ca7649ff4a448346941dfd605,7a5b303a6bf4fe8c2d32b63c8cb74c60624b909b,,False,False,0.2752017,32,05/23/2018 16:20:17,7,05/23/2018 16:20:17,Adding support for training metrics in PipelineSweeperMacro + new graph variable outputs (#152),1,7,7,0,0,3243,121,506,385
73d894beec9cb0501ffebd3b958c255d3a4da0b8,2207a270d088581ca7649ff4a448346941dfd605,,False,False,0.18780863,22,05/23/2018 18:30:03,7,05/23/2018 18:30:03,CV macro with stratification column doesn't work (#213),1,2,2,0,0,506,69,70,1
76393f424e6f3f37f5db73a5b4f8dc6747201ffa,73d894beec9cb0501ffebd3b958c255d3a4da0b8,,False,True,0.9765454,33,05/23/2018 18:44:22,26,05/23/2018 18:44:22,Fixes build errors caused by spaces in the project path (#196),1,4,4,0,0,246,0,9,9
d51321cb2c1e6c35639f00e777b4415901c55f50,76393f424e6f3f37f5db73a5b4f8dc6747201ffa,,False,False,0.086065695,26,05/23/2018 23:22:12,7,05/23/2018 23:22:12,switch housing dataset to wine (#170),1,6,6,0,0,4281,51,68,17
2bbef1726bda3d60627399b8c4457244597b72ae,d51321cb2c1e6c35639f00e777b4415901c55f50,,False,True,0.911475,34,05/24/2018 16:39:51,26,05/24/2018 16:39:51,Prevent annoying error in VSmac (#219),1,7,7,0,0,149,7,9,2
35b8134e9d1621783aef5f55afe67daad1aeea81,2bbef1726bda3d60627399b8c4457244597b72ae,,False,False,0.15921192,22,05/24/2018 17:51:23,26,05/24/2018 17:51:23,Remove label requirement for PCA anomaly detector entry point. (#221),1,5,5,0,0,40815,268,287,19
b6e9e74944682b70ab2ece56de2723ee7f69ca53,35b8134e9d1621783aef5f55afe67daad1aeea81,,False,True,0.813438,26,05/24/2018 20:16:21,7,05/24/2018 20:16:21,Don't create parallel cursor if we have only one element in dataview (#197),1,2,2,0,0,1287,0,10,10
9b23dd9d3257ddf716732e0fa627191e67df6714,b6e9e74944682b70ab2ece56de2723ee7f69ca53,,False,False,0.37418872,22,05/24/2018 21:47:35,7,05/24/2018 21:47:35,Combine the fold metrics into one data view in CV macro. (#207),1,18,18,0,0,49855,685,1350,665
5ebf6147f4b7a684be5b667bc05efd01af2a76ec,9b23dd9d3257ddf716732e0fa627191e67df6714,,False,False,0.0016237245,19,05/24/2018 22:05:43,15,05/24/2018 22:05:43,Enabling FastTreeBinaryClassificationNoOpGroupIdTest (#227),1,7,1,6,0,3192,1518,1519,1
b069ba23ceecff4a93fd14dc297166fb03941032,5ebf6147f4b7a684be5b667bc05efd01af2a76ec,,False,False,0.0008526942,19,05/24/2018 22:06:07,15,05/24/2018 22:06:07,Enables FastTreeHighMinDocsTest (#228),1,7,1,6,0,3192,1518,1519,1
38cd636ec842b0da9c0a2bf085719bd973d10f76,b069ba23ceecff4a93fd14dc297166fb03941032,,False,False,4.9851524E-06,19,05/24/2018 22:07:41,15,05/24/2018 22:07:41,Enables RandomCalibratorPerceptronTest (#231),1,25,1,24,0,7701,6027,6041,14
5860a4edd08e125281fca499dc039de80baccd90,38cd636ec842b0da9c0a2bf085719bd973d10f76,,False,False,3.3115706E-05,19,05/24/2018 22:08:54,15,05/24/2018 22:08:54,Enables Calibrators Tests for Linear Svm (#233),1,25,1,24,0,7712,6025,6036,11
b1bbceb9986f5c6d35479fcfcfbbd72488afecfe,5860a4edd08e125281fca499dc039de80baccd90,,False,False,0.02589878,26,05/24/2018 22:53:55,30,05/24/2018 22:53:55,Add examples for clustering (#222),1,2,1,1,0,141,122,122,0
5d368b801fac6dfa8f0200d777192f038004d514,b1bbceb9986f5c6d35479fcfcfbbd72488afecfe,,False,False,0.028038932,35,05/25/2018 16:32:54,25,05/25/2018 16:32:54,"Change ""Documentation"" folder to ""docs"" (#240)",1,1,1,0,0,243,0,1,1
ca8d46a0ca667225194cf1c86ae6fa3b72869b69,5d368b801fac6dfa8f0200d777192f038004d514,,False,False,0.0455457,25,05/25/2018 23:04:07,7,05/25/2018 23:04:07,Scores to Label mapping (#239),1,4,4,0,0,693,53,61,8
11d5ba79d8e83a79f7e8f9cfd2515cabd63878dc,ca8d46a0ca667225194cf1c86ae6fa3b72869b69,,False,False,0.022851862,25,05/28/2018 15:43:13,7,05/28/2018 15:43:13,Cross Validation and TrainTest (#212),1,26,24,2,0,46833,1397,1917,520
9f3076df0d7a7f3ebccc53e0602fa30b90a897fc,11d5ba79d8e83a79f7e8f9cfd2515cabd63878dc,,False,False,0.0060446565,26,05/29/2018 18:54:02,7,05/29/2018 18:54:02,Cleanup SentimentPredictionTests (#260),1,1,1,0,0,314,-147,146,293
20c36ca769d6b1f4fc816de4ae5f46266e8edd9b,9f3076df0d7a7f3ebccc53e0602fa30b90a897fc,,False,True,0.6970905,35,05/29/2018 23:50:42,15,05/29/2018 23:50:42,Move ZBaselines => test/BaselineOutput  and Samples/UCI => test/data (#263),1,203,202,0,1,122339,-3,15,18
ee7a669a4a4373deea186fe354e9a84a47b3f99b,20c36ca769d6b1f4fc816de4ae5f46266e8edd9b,,False,True,1,19,05/30/2018 06:00:28,15,05/30/2018 06:00:28,Enables FastTreeBinaryClassificationCategoricalSplitTest and  BinaryClassifierTesterThresholdingTest (#255),1,87,7,80,0,280418,273880,273909,29
0233d710749c67bf8facfb98e5492fb2b70e95b4,ee7a669a4a4373deea186fe354e9a84a47b3f99b,,False,False,8.5391095E-12,19,05/30/2018 06:01:35,15,05/30/2018 06:01:35,LinearClassifierTest And PAVCalibratorPerceptronTest being Enabled (#253),1,73,1,72,0,19770,18078,18080,2
ed577123389bce76909b24ce7f7a5693549333de,0233d710749c67bf8facfb98e5492fb2b70e95b4,,False,True,0.98638564,33,05/30/2018 16:36:52,15,05/30/2018 16:36:52,Fixes build error when path contains space on Linux (#247),1,4,4,0,0,303,0,14,14
5ff56ba765aab12f1538afef0665dd85eb90d417,ed577123389bce76909b24ce7f7a5693549333de,,False,False,0.025817806,26,05/30/2018 17:07:27,7,05/30/2018 17:07:27,introduce IUnsupervisedLearningWithWeights (#236),1,5,5,0,0,27967,47,55,8
62da34ea15c64d9828f4ca8dbc37a64a3148b52f,5ff56ba765aab12f1538afef0665dd85eb90d417,,False,False,0.061019916,33,05/30/2018 17:17:48,25,05/30/2018 17:17:48,Remove references to ILAsmVersion.txt from build script (#266),1,2,2,0,0,273,-4,0,4
10508f849a8ea1692481703c1e7e6c6c8bceb4e5,62da34ea15c64d9828f4ca8dbc37a64a3148b52f,,False,False,0.08588115,4,05/30/2018 20:17:44,7,05/30/2018 20:17:44,Bump master to v0.3 (#269),1,1,1,0,0,8,0,2,2
c259863acee3b2bea1c1cce87e8c5ce383c12852,10508f849a8ea1692481703c1e7e6c6c8bceb4e5,,False,True,0.99999905,32,05/30/2018 21:45:15,7,05/30/2018 21:45:15,RocketEngine fix for selecting top learners (#270),1,2,2,0,0,839,-11,5,16
9d19d0e7058e328ead93f549205e5c329324ec05,c259863acee3b2bea1c1cce87e8c5ce383c12852,,False,False,0.012550368,26,05/30/2018 23:09:01,30,05/30/2018 23:09:01,small code cleanup (#271),1,10,10,0,0,4419,-5,41,46
fbd4de0c9c723d11acdb00bbaf60db91f5580d6f,9d19d0e7058e328ead93f549205e5c329324ec05,,False,False,0.046999667,26,05/31/2018 18:24:08,7,05/31/2018 18:24:08,Preparation for syncing sources with internal repo (#275),1,1,1,0,0,309,10,11,1
ba9c0f62263cc93d23b5cc84b8c67c859bab8561,fbd4de0c9c723d11acdb00bbaf60db91f5580d6f,,False,True,0.6344864,32,05/31/2018 19:09:53,7,05/31/2018 19:09:53,Changes to use evaluator metrics names in PipelineSweeperSupportedMetrics. Made the private const strings in two classes public. (#276),1,3,3,0,0,2809,1,106,105
5dc784801f284fb42427d59451053d8ebadedc43,ba9c0f62263cc93d23b5cc84b8c67c859bab8561,,False,True,0.98335475,26,05/31/2018 21:07:00,7,05/31/2018 21:07:00,add missing subcomponents to sweepers (#278),1,3,3,0,0,552,0,10,10
71e7ff32c3ef19e211448220f068b002a1630f96,5dc784801f284fb42427d59451053d8ebadedc43,,False,False,1.0427328E-06,25,05/31/2018 21:14:25,7,05/31/2018 21:14:25,remove lotus references. (#252),1,9,8,0,1,12209,-6454,2,6456
fb06f38d23e5b1b40407c97f7a487efa28c8f869,71e7ff32c3ef19e211448220f068b002a1630f96,,False,False,0.018136635,26,05/31/2018 22:51:34,7,05/31/2018 22:51:34,Random seed and concurrency for tests (#277),1,5,4,1,0,776,29,55,26
465b123f53cb56a4e6d3c355ed35373a19b88329,fb06f38d23e5b1b40407c97f7a487efa28c8f869,,False,True,0.9972303,32,06/01/2018 18:37:32,7,06/01/2018 18:37:32,Fix SupportedMetric.ByName() method (#280),1,2,2,0,0,1244,23,27,4
4a5de18e50ff1e794c9ae9271f84850f1fb1a5a0,465b123f53cb56a4e6d3c355ed35373a19b88329,,False,True,0.800219,36,06/04/2018 19:54:21,6,06/04/2018 19:54:21,ML.NET-242: FastTreeRanking per-iteration loss metrics are empty (#289),1,1,1,0,0,1112,3,3,0
3730336c6dfec1ae8da637d8d9e3f7d29c34eca8,4a5de18e50ff1e794c9ae9271f84850f1fb1a5a0,,False,True,0.9981881,37,06/04/2018 20:36:22,25,06/04/2018 20:36:22,Fixed typo in the method summary (#296),1,1,1,0,0,116,0,1,1
78810563616f3fcb0b63eb8a50b8b2e62d9d65fc,3730336c6dfec1ae8da637d8d9e3f7d29c34eca8,,False,False,0.39255986,25,06/04/2018 22:55:34,7,06/04/2018 22:55:34,Remove stale line of code from test. (#297),1,1,1,0,0,313,-1,1,2
ae31bbb10246f14862315b50124a6e6ba4d4a65b,78810563616f3fcb0b63eb8a50b8b2e62d9d65fc,,False,False,0.10088965,4,06/04/2018 23:54:01,30,06/04/2018 23:54:01,Update release notes link to use aka.ms. (#294),1,1,1,0,0,48,0,1,1
d54869e8df827c70c97916bcd62a4ba8ffce005c,ae31bbb10246f14862315b50124a6e6ba4d4a65b,,False,False,0.28656945,9,06/05/2018 08:13:03,6,06/05/2018 08:13:03,Add release notes for ML.NET 0.2 (#301),1,1,0,1,0,95,95,95,0
a5faca6beac1b7b5a19e1211dfaa1e254ae1f370,d54869e8df827c70c97916bcd62a4ba8ffce005c,,False,True,0.5745366,22,06/05/2018 17:17:21,7,06/05/2018 17:17:21,Get the cross validation macro to work with non-default column names (#291),1,9,9,0,0,42749,372,439,67
ab4108d846d86389aaf04ff4b936214590974899,a5faca6beac1b7b5a19e1211dfaa1e254ae1f370,,False,False,0.1958052,25,06/05/2018 17:31:36,7,06/05/2018 17:31:36,update sample in README.MD with 0.2 features. (#304),1,1,1,0,0,99,0,2,2
573068557ea3d7c191fe48e5bcb98ddec40e413d,ab4108d846d86389aaf04ff4b936214590974899,,False,False,0.27796665,26,06/05/2018 23:40:29,7,06/05/2018 23:40:29,OVA should respect normalization in underlying learner (#310),1,2,2,0,0,1358,62,65,3
1bb1249b940a749f1055094469e7603b76fa9aa7,573068557ea3d7c191fe48e5bcb98ddec40e413d,,False,False,0.002042616,25,06/06/2018 18:50:08,7,06/06/2018 18:50:08,Export to ONNX and cross-platform command-line tool to script ML.NET training and inference (#248),1,20,15,5,0,48136,2099,5446,3347
53b748dfbef82aadd3e32b828151b2c60e56ec8f,1bb1249b940a749f1055094469e7603b76fa9aa7,,False,False,0.0053993613,26,06/06/2018 19:49:37,7,06/06/2018 19:49:37,Add Cluster evaluator (#316),1,6,4,2,0,749,190,197,7
278b1a39db84fa2d3472bac12259cbf56182c3d0,53b748dfbef82aadd3e32b828151b2c60e56ec8f,,False,False,0.46016014,38,06/07/2018 04:07:02,10,06/07/2018 04:07:02,Fixes locale dependent test output comparisons (#109),1,1,1,0,0,88,7,7,0
03fade654141fdafad5532808c1b83ea082e8925,278b1a39db84fa2d3472bac12259cbf56182c3d0,,False,False,3.6548247E-06,39,06/07/2018 17:03:02,10,06/07/2018 17:03:02,Add PartitionedFileLoader (#61),1,29,7,22,0,42314,1579,1922,343
bcce64ea18bc4d1c599fcd05f27fdd9cf71e5008,03fade654141fdafad5532808c1b83ea082e8925,,False,False,0.41448763,26,06/08/2018 17:45:01,7,06/08/2018 17:45:01,Remove unexisting project from solution (#335),1,1,1,0,0,250,-3,0,3
20099c31a9ca2d9c50eff299b8ce6f7be5d72346,bcce64ea18bc4d1c599fcd05f27fdd9cf71e5008,,False,False,0.00015141715,40,06/08/2018 18:37:47,15,06/08/2018 18:37:47,GetSummaryDataView/Row implementation for Pca and Linear Predictors (#185),1,32,6,26,0,22248,15084,15142,58
28c0709b425de77266f3516b8fc52c520a73c737,20099c31a9ca2d9c50eff299b8ce6f7be5d72346,,False,False,0.18789068,26,06/09/2018 02:37:46,15,06/09/2018 02:37:46,Disable ordinary least squares by removing the entry point (#286),1,4,4,0,0,39320,-259,36,295
d1a350f154e46fd1db37016e624d5947b3eea1af,28c0709b425de77266f3516b8fc52c520a73c737,,False,False,0.04916895,26,06/11/2018 18:01:37,15,06/11/2018 18:01:37,add append function to pipeline (#284),1,3,3,0,0,611,27,30,3
45ced36fac796f307c0e67170b748fcb09625dbc,d1a350f154e46fd1db37016e624d5947b3eea1af,,False,True,0.5209519,5,06/11/2018 19:50:47,7,06/11/2018 19:50:47,Removed field/column name checking of input type in TextLoader.  (#327),1,2,2,0,0,462,11,13,2
1fc3069388565d0e602e4a8c72b5234770ff4fe5,45ced36fac796f307c0e67170b748fcb09625dbc,,False,True,0.99466896,26,06/12/2018 17:20:33,7,06/12/2018 17:20:33,fix namespace issue in CSharpGenerator and some refactoring (#339),1,12,10,2,0,20870,-33,978,1011
