Commit Sha,Work Item Id
d91392f4a591ddcfe08eb4a509337d0416ee3612,351
9cf7460f123fb90440dba824caa4ddfeaf478cf0,355
8435ce942089e9170385ee2ba8bcd2a160285f54,356
84cb59e4e626e967395ec937e04fc51662e0dc91,370
fc7286c7d9aa9218c4c8da3357b1c58361c7e8f5,369
7f8caf7e08ab23b5b2117fb788af4a846276eb36,368
09f7c661e1b268c55ef9c7a571b0c892e190d779,372
8b01fc5a8875fd8543777d8ec4d0bf370bc590f5,364
e5de54764b4270588d52cad12bf10fabe691225c,363
ead943e70e7f38a0fe56c539d0bc89bc620b8425,385
496d3b9b720adf6e29099d0f22754da950d9a8bb,386
ecc6857410f56cdc67c666de4e08844df3a1e288,295
0d5e317b2196812edf976cee51d2ed6534c45ad0,377
93ecbb7fd721ef2741dd027e9474f99ce509db8d,413
0a349f82f7cf2bafad7040e5e23ce25897d54047,392
31ae67897e0cec6b9a3fa25c4a23dbec23533415,383
17f944c674333970cdd74c9834569fa27f864a8c,419
dbbc69edbc4ca05f7b67a30d82861da3ef2e2fc7,379
f94203e35ca7eb87742986baa47892c901e39411,422
211c0439aa7bec33747536a273f90b1718ead24a,397
6c4470fe7f9695d7aa271d2e59b80fb1dcd92622,425
bca008bf8fd228292ee49c30222eb3990f8b6d4d,394
36b5bb13791ec2772e5cab93ba61caf9e20a2fd8,362
98aaeb517f2d14a23d4f0c6fa8fd891cdf0198a6,427
2501049f5cb60ed2c9ec191d2937cab7b59824da,430
fb8cf0b21a76801459c9f40591f03ab29f6894b9,439
9e0a4bad5819de1ecafb8df5f4d82fd6dda22c2d,435
9e0a4bad5819de1ecafb8df5f4d82fd6dda22c2d,437
dda87781cb0e5f2a1cc480feedc09ada4252acf6,393
62095cb734a22856a95c9d45fab1737619ac160a,405
2d427bd4bdea7fc2d164264d9dd50e5ef1e59479,452
f3e81360430617f934b6d8806ab7740f4f22f2a4,464
7c536ae4ad46c9f9c8e4a25461296e7f5422e67f,454
b604ac1d2ab78b7c79cca460b5eec0a91516c377,447
b9086b6c13c1b4d1a6c90eec77d6a0ee1be12379,455
91d27477a9fdf3a29893d530f561e3a8e193c4e5,442
769c9c5fe758b9541324e3bc02b7c14c2e464d79,468
f7d89f9edbdcad388035cde0d8fae9a3be2a2a25,476
12e629882694dac319168afbbac47f83fb62101f,463
53c2a159730a78042557a4ae31919c9de4690d18,446
f3d57a1817dd81de57f046eb39495353d38c4d8d,467
5bbf7cf4c5728599d952200b21bdb5953893d3e4,478
17a381313ea515446d9df8eae27773b7d08ce4ed,486
1c6f5c546785da6c1014455e4f3e5577d0b45213,490
a17f095dc5b2f2f7bcfd6f40e2981081144414f1,488
4d574d6d48d071d3c1a7b7a3c4a9571fb73b1ef4,448
52cc8740aa33ce59dd9bf84922bb57a3816dc234,462
f85e722fbd6b1710d104e85e6b3bcef4e593b5d2,496
f7a55268646363e625cfe8e40b30a9fc5cc6298e,499
fbc00db760b3c4b8efc68451dce058aa14bd3ce4,516
268ebbca87e3aba80e939b7c379416da1bec11cf,491
9d9d74e5d2e6c8219a940d88b04adfd9192a8da9,359
d3004e6ffe9e80f7f06f120c0d2d2a39b4d2a9f5,510
650316743d2daa9c45a8a31431b987668b9f0c59,505
54596ac016239c4b77ffa236611f896a20e2f8c3,428
ceac01f86582f42cfc267afa843893f2a5740c18,527
669f4fad33184c9c558314f8bc758f7928ad62bf,514
3053f3df60b30ae237f34bf87e0ccfbebd0a88bb,461
c49165122b2d27868dad74e2aac72c0d0cffec5c,520
ef169b2c67ef394b65d5bedbebd378913789fd9c,485
5e0a40ed0e80b90fdcb42df474c146087499dc43,472
0e37508501b974cd4779014e6319438d33845dbd,522
839bd6d96cc8afc946defed39f5ddb2028cf852a,529
a307c6a7f20a7c6c0ec2a28ee55bb9775f6a8572,542
8ce2a232e907d518979e7105842ae575a7427377,539
8c11759ea802049f14d644fdf7bba6e5c91cc10d,550
a862ccc5a89a47f55b0f7635f2624fe1a36139a4,566
e885b73f9c2785edc93222c0821d41de923d5c45,574
015a15e2fc28a3294cc232bdac52d73cef407d97,555
8cfa2ed503c1cca78972d79b393fbffe13bde173,572
5e08fa1ea7bfb54f28ed0815cb6413e0068e6dd1,557
7fea0af8e5ae13376861ec3288d96aa806ed4412,579
0e0f7026f68a332980b987000454ccfe3e6cf577,548
0f94a3b12be82f476037d4a4ab6be06bbdcadd57,575
502e4221c1267e32e6343b93ba6c55f62b8a98fc,591
502e4221c1267e32e6343b93ba6c55f62b8a98fc,592
2107b822132140707ca8328ef29fd6a191ca5a69,587
dcc8ae8c19334050f21ac9a8bbca6bdd604939de,594
e04d99aef4091c1cfb979620bdd2d46c018a4af1,610
98318b6c06c96efa61e253da1e2ad85976ac5d36,597
b727d10c02a8f093b72ff98a02e2d63f1051d39a,545
bdb742d3cc2bc273b18831e7e778f95a81e96a56,528
697ea3d73d1dd68d516f46b45124ccd6ebe063f2,611
4bd866eb1e5dc69041ce86c3fe1f484f521aa7df,614
a7a15ff5bc9cee0ad2bf09e184639568d11685ff,624
89dfc82f5edcfe23015dc2c1291bc7a836188e80,626
f6934a0705b8ff2b7ad2d51c9cf4f82f7d1cbd94,616
b21094d649f4def37fbf78967fca4fd235e9b5ae,621
42e9c7a3c79e6fd0f61d77780c1132a853a5f7d5,625
5a94cdb05226b6bb8f1cd10da88b489371066b73,636
94a3d90cba7787973d1ee300e0a88a30653b2d9a,634
1ae545ce6f56cedf5e1823bfc60366346176e6a6,635
ae13dbb1d2a5eec6ab49b3b549be8ca6a9cca457,643
8087a20f3294671b522d265ccfa07543c5ff6fa5,645
eadc353b1db0531af893c42e3d772ac923c2d921,651
ac4feadf63f6af1e33cc0588176e2d7a0344c965,562
f9d3973a056ad26bc6cc15c2d7a09f8ae47e30da,652
cdb94869d0e7c6b26000961280a3d24a079fb362,656
f9f3f397085cf90129dbf85eb51fbce1c38e194c,647
4b60064e2a3e742fad85af8e272d54b497354d7e,641
57ceafa95188873e33c0c8ae5b9a9eed9c99cb91,662
58ef65c7391d0437230b4ea362b5c9421c9be6e4,620
1b2f181c481be7837373e5c6444c4c6f7e9c6aa0,622
d0664c1063539805c390a0f95231dcbfb87bc974,664
d0664c1063539805c390a0f95231dcbfb87bc974,665
b51d9f9060acfcbe84405ce37f9c045654573ee0,668
e77f24e68d92f033910a5d783576d1879763d979,672
307b38f4c86cc31a6a0dbff8c1a302d66f4fe7e7,671
759dafb21c6519f79c60963cdb5cef8fb9955b9f,653
94401d53b6bf41d8688103a7d5697ee251defd46,681
0cf0f452dc8691b0fd2e08e5b6c6ada13483570d,677
2e42ae1adeec3cd8bb6245cbe268a5a85748d7a7,701
aa1809ba0b60dee7451d0e7ee600f168ff8cd135,690
73b03087ae5f224decfd7b5da3958e0397d58ee8,688
2f4e50dc576552eef5ad8a7155080386c2931e53,698
105975b12cfb4f9e5cb6e8209fa7a6a5c31c3eee,703
841ba785c58eb84fa0ce07de324f25d6e3dcbf94,700
4fd8a9cb08b437397cbec4ec1d49456474309337,722
60ae981223e83b174ecaaf528bd51814a6b0835c,716
fe5c0e2e329e48b83047b23c8c14100c6583450e,667
fe71bb82b8ef70e20f98d6fa77f246daba6f7a51,723
4ba15b8387d1ed45bf7a49cbee67b445cb3a5fd2,706
5e1cd571a2ae4bee782bf16d7d9fc43c9d54e792,750
d9d27ac05b63f3bbe420714bb4620a424b17d78e,734
98ac03b7e3210fab970b6983aee7f1fd4e021b7d,684
5a6fdedcc235deb02da72526097e5d0b9955ed2c,727
8bf2610c3e27b9aeaede0ff26a02e18b5131e1ee,729
4c3759a27f381efb51860aeca4c192a0a04b52a6,691
9258be22e3338dec18075c6e66048b1861533ec8,767
5ef7a082e2718874477d2f6e0119512ca0af9820,704
6f4c8c5c3d9cfe1fcb943c597f793155b0d092f8,640
cc2497dc70903eb0cdce98543a23a04d5b6a748a,774
40aab06bccc53ac1e5b53b0bdab3a495285af3ef,782
513379797b8d00fe32c918002d8962a3e8319698,753
dfe9f3ad36cf382516276ad902a5f89a5f21c7e7,735
804a6d06768a9f0129d491197121e740e7622730,771
21b61447a342718c93f4b47ef8b5f2ec6d9f0c44,788
a3b67d393714ebeb873a41af82cd22ea7311e44c,790
6ac380a4d3f44ee7b015461f74c4298b0ed5184b,757
622e0283f70ed53af4e17bffd730807789641ab1,759
6e0d8d0c01da6ecbae8db8f78af2e9309542eb58,778
1e26350c73630f454110329cf11ee4153e8749aa,795
d06cd0e8520e700b0b37f16ab36578b4f1f20a87,811
9383dd126d0a2dca38713a7c3a7fb73526cfe855,813
4460ca663855503363a969007c1bd174f226a0dd,797
e443e2afcd39a8a363321d423e087c0569c0d4af,808
fb08811c16c34042a697134849d1ef3db02f095c,773
ff8e21b6850d42428a8b28f9f1355229dd916995,818
40c03f77e553cabe6ddaf086a0d6ae99857043bf,822
112e04487ca721dfcd9d8389bf58c39c068e48d5,768
183f573c0ddfd7d9ae58a3d73b0c763d05add1a4,812
5654d7265e54264db869bbc7fb0e3c1264091c21,837
7835cd208d2c1f6dfb04bb80ab95e3fd658798e9,809
c502615992252c0a09b4b2479e2bcefe51237cc1,814
227d02af22daf7c8df5c17fa7d82b667a6a366dd,728
985b5c1f3190374deeffa4388ab3e177e454f058,845
510382d2e3685fcf76ff22ea311c025df0f8fb27,852
bd29c78d0cd112a4849a326b9006a5fd3f0f0400,843
44c6e902268d7877eba431c3f4973be0ec2231e0,840
d6be6dcf16bcfc5e9b18dbe697bf1d5b920b9856,817
4f1efeeb62ebbf81028670cdcec88dd36e75eba4,841
4f1efeeb62ebbf81028670cdcec88dd36e75eba4,851
df499aa9ea1d671e0df1c432622745c295e3e675,849
a6e3c0a79c225c84f882cb8c8c6013f070cf0e7a,842
0727b95efb0a7273327a71915f31e303985976f2,874
ef5dbc5e9b46671d5a02690619bff20f5e7880ba,870
627ad795998896160e49b34074b172a247b04392,869
f20a8e808e6eaaf9edf51c9a773a5ba9d5b5a748,879
f0f04ef8854bd1ae05987072e2f0fd660d4be662,820
5666dd16ed2cbb071f17b0d1e11c0a2b3e1c543b,857
c01c46fe70b117aa3be854b68835f7f3c7a1431f,882
97cc1043c7962d8f6074366991fa0a8c636039ef,881
6ed90b713f0dbf51a355dab189988554991a7b16,856
52aff025df29cc02c00999c5ca4a0833a658d142,867
356cad46f902e2238760707994e3e59f85973ccf,858
2e1fa4e257ea575a1c943a3f8ed738f575a0b1b0,860
4e0800c652e981d12a04099262aadea1181aa76a,880
2c0bb2199c8960dabc130b6f19980b2493a922f4,900
bebf5232c775668865c812aae658d56f931a466f,865
a901048138d77daae877264242d5c8be93ca7bb9,909
a8cd341f8c03985aaea216e8c911c466ad020b1e,887
4cb7dd9047b4c456e81ba014c664c27efe217351,896
345a5c2f2f16087f3aa7f606799b812ac9fa38a5,743
c4a7e4c4e3b25fb4d65031fb7b50e62d191d393a,926
a8b844ccee21b7639e1b0c24fefd1e69088f0d7e,920
160b0dfa8de334c8c6db3e0bf58653def0cea171,923
5e2ed11fba6ebcf0d093bbac6cc0b25fd692a1b8,899
350f77fb43723f55fe34fd4554e8ae72aceaf63f,886
e78971ea6fd736038b4c355b840e5cbabae8cb55,937
f063151374a1102ad51e26811b2117f758d6ff69,931
e4987f8d49bca5880c46e44f15e018b00bd20391,928
d13b415fe58d773e4431984486b89d83d91c043c,855
731381cde92c1c069629858e6e47620fa50579f1,917
7b1c7d7e6e35e726c14f4b9a6864e0710c356d81,876
1e7b8be855210f2bd8adbd532396a1840a20541d,863
86f4d932b47fbd5abc3e9df89dd7ab3d9aacd07b,888
a627d5b02d14ff21c1a31a94b1904261211431f6,862
044a6d3cf35a8076ecbbcca5cdb61b2f722f94e1,912
95cedf56251650b4f54511a2969cb9e236095783,944
e66e79bcf312363b73ac1e4f913c78203dea3081,961
b88d3460398c5b95745b476e40dd836f8f788cf6,962
fe1388c55ae209c992b5de83a21b9177468a6f69,943
9a6c384abc466053ffabc2edd34fd1aec3d22320,953
ecb9126691401a3142e59139290bf78ed9bc68ad,981
3e53e392bcd4d33b7efc3784c9b58a8a6c3b2602,967
46ba4306cec5ccbbcad91d407efa052a8a6dbac8,973
febbec9dc347182f507703afe3f056f345fc3d84,940
1f5f69645f83a2b7589f7f959bdb898fbb2a0b9f,974
b88cc09296917bbfb87a0e958a158c1b3aba8a10,954
fe0790768c329cbc48f73cf337ec564390cfed07,999
5874e16fd652d93630e0622a756f1b913ca8ea55,972
b7901957eeb7d328d9f36a6bf2386040e048949c,1007
a18d296dee3e48f8b03e4e062c3206f8d596ebac,1002
a02807c7a805b72ef12970a37279c8cec4ea667d,970
893a3852bded9b8785b39e7973c02758069621b8,853
330aa41cf09b985db5c7288ed90a8ec924d19127,1025
c0545a79e911638063bc416e89e4e38656994e70,957
b4a95aaa1f37e773738e25266bccca78b4fe49a1,996
ab32439651d82deec76e36bdac34f0e975190769,1012
b270b4d6b774a37e08321ba766aa8c15e81dfe77,1009
59a90e7b2974ac857d3fd62c2f9a3dba9384eb85,1022
b83151659fea5cc2c228b6e92eb2717681a19764,991
a01c80c679964920932b6ba2bb0bfcd631931b0d,1020
dd4320d86614baa85d9e205a8b604ab9874b0589,1005
d7b062de20c091cb4af5f58dda4bd0b98ad66c3e,1030
f6d850ffbb465a7e4e7d7e390f2a52f7fcbb3331,942
36c75d9892f34f8ebffa2a9d6daa9adc04d2bcbb,1014
d42963cf6576bd56abf0f6d26672bbf33e30c624,1029
b87ae02e0894a55d32dd1a89be1805c2efc90c75,1017
759ac33ef064c75cb977bfd6e6081186b295c6f5,1037
a80e3d6ef4643a986a56c0a11b498a3de3f6238d,1058
437c1baf6b5f5c4d02273efc4601251fc6138146,1035
769b1eb985e412e7fc343d044dadbe9097c69a1a,1070
7fde5a378cda9525dfb3f486e91e5fe30bfa0a10,1074
b871c862cf2c60738b8d86b7b582d68f3dc91d91,939
5b4284c2c96ad837e86c38a60147325eecdd827b,800
eb87467f4a716e0f78ce638d86d39b7164f8e258,1077
8592d96f2ad585600f8d71885442062279c91188,1080
17ee205e585beb62777475af6d59cba816675eeb,1001
0e7f8c97ab2b22d6d757e85bb55fc3fdaf8e4f36,1075
93fbd25578a99ec3c1e326467577f254b127c7bf,1079
8aa4f1fd5120c731d640060fa5e72dc03b8ae74a,979
0996878683564cbe20f63eff4a1fd8aa41916241,1082
abac853395163656e5f44517ee770d45c5457753,1086
f10212c71a1d43cab7e3ebe414cd3c9278d9401f,1083
0b9ca0032584b17a77c4bc8d7601a59c659f7f21,1084
1ae6070a554a374dec4d9b9f746cfde481b033c7,1088
95f5f27c8d97de618142ab8759a9215de6f6a1c4,960
3cdd3c8b32705e91dcf46c429ee34196163af6da,1068
f124d69ffe70f3738c28520c1f5fe83f28441b4a,1099
161b450a68a3f47eaf8abd4ce4778e417814b20f,1091
70b3c3b2ede7321c40aad6ab14de673bc9a962d7,1102
875ef004402306de4dcedc674a5bc6db05c48ea0,1076
87ffaa1b47cd869ca5055f00043e113f23696e07,1093
76dd9235f348aee4fdf7e62a9edf27510f14769b,1024
00a10ad062bcff3799039703d9ed152a849d0085,1114
eb1c141145ea5d2c44c106ede205473e211fba77,1117
ff85a5cd0757fedf20572d3a542d7e6ca78c9851,965
fcea146add5e8b9c3197f800b7201b333ab5ae3e,1032
cde7038b3132801ee212b3757945a3697a1f485c,977
25b4a2c7797724558363591ea52f959ebabe0071,1123
c6c0d2295b7c4c7c7ffe1bc8ede9421988774852,1033
3a1fa0f7fac7d4c9e750074094602f85aa3db0ed,1118
ed54adeb790cd9385a2ab73b095d0eb229051a91,1115
061788d73351ce0560e67d146cd997f806713ee9,1089
2bafe947a1b8dc21d05beb789495329e085d3790,1140
39c034266d85c2a4711560be5f8021f8cc964629,1135
800d245450d2b0f4656476bb479f6205d14e058d,1139
eba2751b453d6ba23e633c705a7f9c020ca7e18c,1142
20761a3575eee232798f962868d4fd714334ccac,1149
c87b869440d592ff9a445f84ff5cd2a7769cc2a2,1105
22b084566f10f4749e1c4a8dcb357b48755d0548,1147
ce7d3f6e1a3b2af1b3d6ccc5cf1a01364bc66d7c,706
ce7d3f6e1a3b2af1b3d6ccc5cf1a01364bc66d7c,1141
b7702817fb043b94514fd9afde46933e743f17db,1155
2a4681bc755a214918e0381b31393f9f23fbf9f9,1111
3e3bd50edcb93c604fbfb7bef777fb7e14133724,1122
3170ab0e8bd3c28336a8e6abce002711a1a74fb6,1126
c45089f614bc9665dff5e4b5c17c4e1c66854cb0,799
d5175899b604d852dab08107e583c78cbe5d6948,1134
02e85cc1f276dc154c64afffe6ea6c09c44c8647,1145
fc44959c52b95d2f6f91a8cf8ea80a1a72cb53cc,1151
978681d5d82929318d8248c09cb1fe557b3a6743,1161
e54e83e66b4262246d2874122b5df89bfeb07348,1163
a9d8ae44b7a3781fd83eaea0620863ceea2bb6ab,1182
d2ed0ad1d6b1d7228f187539f14f406c3a2b0e08,1063
630f89dd2ce1739e393546fee87a01bb77eaba45,1179
1427f621c42c1da576c653bf399f38c66d69c00f,1184
41982ff32e53abcbc418cc7a20a3ab8971063bea,992
65c3c7c14b5da2655cce2c393a5b85546e5091fc,1016
8ca1c9386587aa4ef77c56f605f8244debefce93,1191
5684398e359e26a5101288b9d57ae30e36cfe4f5,947
024bd4452e1d3660214c757237a19d6123f951ca,1193
55f6c22820c1021273eaf8d445c1ef9519713b9e,952
95a4f788049a242b7d31c6a62e2d43588e3d1dee,1192
c4f3f106b66f11733b58f944df6dc95095908508,1200
c4f3f106b66f11733b58f944df6dc95095908508,1195
0b84350571fd0c272faa03541964c0d0617e0d76,1143
c25e45f1ba27ec432ca94cb2b25917103281e563,1008
96439752cbaad099093ca0e8c770576bf3a53ad4,1169
ebd84ab944de362bf08920de50a4dcdb3a154334,1212
80b6723ee26bf3e882890f9eca079b74fd6faba7,1172
c5746a89c041a8435077de9b3b0a1f13b0896cd1,1227
659686cb42d75691b59bb8ead44ef46eacb58ad4,1224
ab3d17ca0c65935285ac9bcbd214ac1ea11714e2,1234
6e32d8b9f24bdec16de90928d08bcf3bb68ffead,1189
23659b013eb2d0233cd92072f32a6daddfe613e3,1160
f8f3873958a0a8114df49bb6d8dc292dc071820b,1238
c016807843976d8af712bc7207072bc4abea2415,1243
2983312386878b0047a9be64e3b12c05e82c7932,1206
7e9e4687284786ae241b2e8c8457a02686e639e9,1258
bee7f171941007b29671b5435ad135608fcda930,1229
8e77d0f0ce74cdb8b10fa545830972a4525d5dab,1167
8b19930c3413b578b1b9603633f0e9ec30cd8acd,1261
7d9660a3e3881e444f7a4212b175856aaa9bdbe0,1218
a44e131b8010024d024197db4cc22a546c554fdf,1277
c6d4e62c09aab67df266647ba7786d50f7c232e1,1275
9157ceacffe0106c01580d6b7aa79ce918048434,1252
14dadfe69f689b0e03f97843f8065c9a6c8f0d1d,1290
a285f8d5db15cd8bf77f3c03763bce16642f902b,1276
dc1d8c3a08de94fcfe60115f7553216d3461f4ea,1291
e27b316ae1f96ba7b5a55f34c7f5cebfbd1d2bf7,1311
970f401482b2eb2b399766cf10fc418885096440,1281
b9cb0c3e1000ad509815a05a9c7dca26f910d77a,1293
06b5ea6252e2c2766045d5f1436c55c1ccd8929d,1292
06179b8aba97693508ecbc0f1ad0e8c3796976e4,1217
9a33cd4d278e346b92a45885fdd2a37033d83128,1269
dddb5c134771a85132f919cd1cf32a9ff8836e10,1236
d0faacae0e1f7ab3500ea1186ea502b0e0b3e0ae,1324
b29e52425dc4997c535bd42b20e5dd1ad4def613,1327
2d306ba1f7a7e8f4625e336c4c05212fca5de406,1310
6b700ff473a5cd3ddd65c92b36f5c716d73032a0,1303
9a47f1acc5e7b1aeab26f622685231fc8730db90,1285
586533cb80d7e0ea18c02f2e510e1a5cc0e27f41,1294
53cdb20358e7ae98cdaf6de198e35f48fbdac269,1266
1dff4c27e3937031d07a7d2f093d8aebd5ff4128,1305
e4aa5ae66abe213e451c86eba10184d049bb4a8e,1299
63a74bbb81753a2a6c0d73acc83fbbdd886f1a28,1341
d63e21ea1e3f6b950a48deb36045747d67dd02fa,1301
ca334bf0f8e59c57c696bf607aa4b4dadd510d01,1350
69a549e5119a63c1740cdf2526098337b42a76f5,1347
00021b69f3ab56ee6c78d86aca5728ec971181b8,1353
263a67b94a0747463d3002d0007dbac5257dd58c,1274
76d12035a22f73f4f9d1405debaa865ec9225e58,1112
a44386dbb1c889549f66cea4d23efad645b39aa5,1365
b056d08b8b63323a964914f762aa05ab1e6b06e6,1333
64f68daa0d69a7d95c2ccb9cd6a79a2d9e3bcc1b,1355
0cdde0f6f8b83bb0500a7295cc6b3d7eb56abf9e,1249
818723e7ed8f12f48a43f2d19e58b699c95626c2,1372
818723e7ed8f12f48a43f2d19e58b699c95626c2,1377
36ab3335930ce67b3fa9bbb881f4689bf2178a50,1361
c726f7f7dd8bdea96628bef1c8f9354c27836e61,1208
106a84cf2dc94b13f39d6f19da9f77c034e74d77,1306
d262171c827b70afb616cbe9397e372ee386c6c9,1368
b88aabaa14ea4a3174ce61c3c9868d5db687934a,1370
9b5e52beeee8af482ae3330c4d3ba3d32472aa38,1320
dd1842919aa1137f827b57206f0de4030e4ce09f,1388
b791d6678719b48bd558545a015305178fc9959d,1343
eae76959e6714af44caa212e102a5f06f0110e72,1263
e406d0c21130231563633d8d06bef8c0276162b7,1390
2f731fd895f6b6317878223a828ab0c7f5560a7e,1378
216f6727113eb41880417b391be9b382f33233c2,1309
369bcbbf55ce0c78e9e188434dc235a5dd6233e6,1078
369bcbbf55ce0c78e9e188434dc235a5dd6233e6,1381
0f793fe0890580b4b48f3769681372e17cb13cf5,1400
5123aeedb91a435236e8b94ba0f17a6d15a20db5,1352
