Sha,Message,IsBugFix,Message,Response
dd454cce4a2f605ab0342ddf26be36ae3a55cbe9,"Early movement",False,"The message suggests progressing in terms of features or performance without implying bug correction.","{""IsBugFix"": false, ""Reason"": ""The message suggests progressing in terms of features or performance without implying bug correction.""}"
77c0b564787006c393e9c7082a870930023d4572,"Early movement",False,"Early movement suggests non-specific change","{""IsBugFix"": false, ""Reason"": ""Early movement suggests non-specific change""}"
8bf061039496c3ccfb690c6d35853b14218ee500,"Test now passes.",True,"Adjustment to pass a specific test typically indicates addressing an issue","{""IsBugFix"": true, ""Reason"": ""Adjustment to pass a specific test typically indicates addressing an issue""}"
cac4a0af7c997c97863c2a95108930dfc23d0b7e,"Update loop works now",True,"The message indicates a fix for an existing issue (loops working properly), which is typically indicative of a bugfix commit.","{""IsBugFix"": true, ""Reason"": ""The message indicates a fix for an existing issue (loops working properly), which is typically indicative of a bugfix commit.""}"
0c9feda0702cf3259064a421e2be5331d8453571,"Interactive objects are now a thing",False,"Introducing new feature (interactive objects) does not fix a bug.","{""IsBugFix"": false, ""Reason"": ""Introducing new feature (interactive objects) does not fix a bug.""}"
8aea3647bf901d06ac235c36c4da9daa4674694b,"Cut over to C#",True,"Migration from another language to C# often implies a fix for compatibility or performance issues","{""IsBugFix"": true, ""Reason"": ""Migration from another language to C# often implies a fix for compatibility or performance issues""}"
eaa73ed66e8282b16eeacd53aafdb533801adfae,"Doors and cores work.",True,"Improved functionality","{""IsBugFix"": true, ""Reason"": ""Improved functionality""}"
d901f0ef0557ffa78fcb6e48bd91e0b900f674fe,"Moved color information into the domain project in hex form.",True,"Moving of color-related information appears to be a refactoring effort that might improve code organization and clarity. However, it is not explicitly stated whether the change resolved any prior issues or bugs.","{""IsBugFix"": true, ""Reason"": ""Moving of color-related information appears to be a refactoring effort that might improve code organization and clarity. However, it is not explicitly stated whether the change resolved any prior issues or bugs.""}"
9d9b85dc7e98c186f3ed5e17ac489f19d80dc3ee,"Switched to a context model, implemented core capturing.",True,"Switching models and implementing functionality can be related to fixing bugs within the architecture or improving code clarity.","{""IsBugFix"": true, ""Reason"": ""Switching models and implementing functionality can be related to fixing bugs within the architecture or improving code clarity.""}"
bfad2662c64ff9b753e3a40e54f92ed2060a072f,"Work towards level changing",,"Elaborated textbook-level solution: {    ""IsBugFix"": true,    ""Reason"": ""The commit message suggests an enhancement to the product functionality ('work towards level changing') which might imply bug fixes or improvements sufficient for a 'bugfix' classification. However,","Elaborated textbook-level solution: {    ""IsBugFix"": true,    ""Reason"": ""The commit message suggests an enhancement to the product functionality ('work towards level changing') which might imply bug fixes or improvements sufficient for a 'bugfix' classification. However,"
512c25511566f3052a9cd9d6b1bfed72f92627dc,"Fixed level transition bug.",True,"Fixed a specific issue (level transition bug)","{""IsBugFix"": true, ""Reason"": ""Fixed a specific issue (level transition bug)""}"
44aa1c85caa2b71d35abd74d417cf330991f8de6,"Ported old code into the project.",False,"Porting code is not fixing existing bugs but rather integrating new code into a project","{""IsBugFix"": false, ""Reason"": ""Porting code is not fixing existing bugs but rather integrating new code into a project""}"
991da824440f677425c4b28c0e3bbf030c16aa11,"Moving level generation logic to C#",True,"Moving generation logic to a more robust language like C# implies it is meant to improve the stability or performance of level generation, which can be considered as fixing an existing bug if there were concerns over current implementation.","{""IsBugFix"": true, ""Reason"": ""Moving generation logic to a more robust language like C# implies it is meant to improve the stability or performance of level generation, which can be considered as fixing an existing bug if there were concerns over current implementation.""}"
08fa1743c72a4806e0626785e65affe24c002f61,"Working on changing the level generation.",False,"Changing a feature (level generation) does not necessarily imply fixing a bug.","{""IsBugFix"": false, ""Reason"": ""Changing a feature (level generation) does not necessarily imply fixing a bug.""}"
e22a8dd11922b049fb460edcc16c97b6d4cd6c13,"Fixed issue with levelgen.",True,"Fixed issue indicates a bugfix","{""IsBugFix"": true, ""Reason"": ""Fixed issue indicates a bugfix""}"
3d4a588f68186d9e1bca2e6f8589351e09aec259,"Using legacy levelgen",False,"The use of legacy code suggests the commit is likely a regression or maintenance change rather than a bugfix.","{""IsBugFix"": false, ""Reason"": ""The use of legacy code suggests the commit is likely a regression or maintenance change rather than a bugfix.""}"
23168a663a71136ad5904e42bf192327f6adeb80,"Got rid of Position.",True,"Removing a feature ('Position') can be indicative of addressing an issue related to it.","{""IsBugFix"": true, ""Reason"": ""Removing a feature ('Position') can be indicative of addressing an issue related to it.""}"
34e2a5c172cb47a24a7945d911685cfdb770fe63,"Consolidated FloorType.",True,"Consolidating a category suggests removing redundancies and improving code structure","{""IsBugFix"": true, ""Reason"": ""Consolidating a category suggests removing redundancies and improving code structure""}"
aeb5a01d21daf669ebcbadbf1ce350d72966e285,"Cut over to use consolidated ActorType",,"{""IsBugFix"": true, ""Reason"": ""Changing ActorType can be a bugfix if it resolves previous issues or bugs; however, without explicit information about the nature of changes and their impact on fixing specific problems, we cannot definitively conclude that this is a fix for an existing","{""IsBugFix"": true, ""Reason"": ""Changing ActorType can be a bugfix if it resolves previous issues or bugs; however, without explicit information about the nature of changes and their impact on fixing specific problems, we cannot definitively conclude that this is a fix for an existing"
ff2ea7e16bbe746892c628f8286f3684b5e0ebac,"Removed dead files",True,"Removing unnecessary files can be considered a bugfix if those files were contributing to issues or reducing code quality","{""IsBugFix"": true, ""Reason"": ""Removing unnecessary files can be considered a bugfix if those files were contributing to issues or reducing code quality""}"
e9e79e60741904635d11db0455c18ccfb9058235,"Migrating to use the GameObject class.",False,"The commit appears to be a major architectural change rather than a bug fix.","{""IsBugFix"": false, ""Reason"": ""The commit appears to be a major architectural change rather than a bug fix.""}"
63d6b04fbe58a96e2c939ee959f85b7073da7a83,"Incorporated more into the new entities.",False,"The message indicates adding to new entities without specifying resolving a bug","{""IsBugFix"": false, ""Reason"": ""The message indicates adding to new entities without specifying resolving a bug""}"
f657229bbbf2dff095fe9f160ca6de3a07d76bb1,"WIP on using the big boy context",False,"Work in Progress (WIP) and unrelated context","{""IsBugFix"": false, ""Reason"": ""Work in Progress (WIP) and unrelated context""}"
4339fe6d282f3793bacbc78661dd378549967d01,"Fixed compilation issue.",True,"Fixed a compilation issue implies resolving a bug for successful build.","{""IsBugFix"": true, ""Reason"": ""Fixed a compilation issue implies resolving a bug for successful build.""}"
4c9231750e7c905a2d33c9bbfe902d2fd37143a8,"Killed the unused command.",True,"The message indicates a cleanup action which can be associated with bugfix if the command previously caused issues.","{""IsBugFix"": true, ""Reason"": ""The message indicates a cleanup action which can be associated with bugfix if the command previously caused issues.""}"
7cc0fe817154c200e565bf5be503505947cbd196,"Switching over to the larger-tier architecture.",False,"Changing architecture doesn't fix bugs","{""IsBugFix"": false, ""Reason"": ""Changing architecture doesn't fix bugs""}"
f55425b37530db32d180264caa5b9351e969dd03,"Flattening into one master assembly.",True,"The commit indicates a consolidation of assemblies which might streamline codebase and reduce potential bugs due to multiple assembly references.","{""IsBugFix"": true, ""Reason"": ""The commit indicates a consolidation of assemblies which might streamline codebase and reduce potential bugs due to multiple assembly references.""}"
2e0bdd1f825e7725432c7d7422dda634534f6b8b,"Using GameService for creating the game.",False,"Change of service implementation","{""IsBugFix"": false, ""Reason"": ""Change of service implementation""}"
151b10b3ce3443bfd9fca8429ba0a01d7848f133,"Ripped out interfaces.",True,"Interface removal may be a part of refactoring to fix bugs or improve code structure.","{""IsBugFix"": true, ""Reason"": ""Interface removal may be a part of refactoring to fix bugs or improve code structure.""}"
f399598516b6a0549fc42594ef4ee8c904f3619e,"Core game loop in new schema",True,"Indicates a possible bug fix with substantial code modification","{""IsBugFix"": true, ""Reason"": ""Indicates a possible bug fix with substantial code modification""}"
dd78fa905ba8b110526338e52f43852fe7835aa2,"Removed JetBrains packages from the root level for CI/CD test",True,"Removing unnecessary packages can be a fix if the presence of those packages caused issues in CI/CD test pipelines or deployment processes","{""IsBugFix"": true, ""Reason"": ""Removing unnecessary packages can be a fix if the presence of those packages caused issues in CI/CD test pipelines or deployment processes""}"
daf331b0a69272d04c8b423a0ce690ff4fdc54a9,"Addessed code inspection issues.",True,"Addressing code inspection issues often implies correcting errors or improving the quality of the code.","{""IsBugFix"": true, ""Reason"": ""Addressing code inspection issues often implies correcting errors or improving the quality of the code.""}"
3c3ec4f8862c7bd16339fa05be44e359a4550782,"Addressed code issues.",True,"Mentioned addressing code issues which implies resolving technical problems","{""IsBugFix"": true, ""Reason"": ""Mentioned addressing code issues which implies resolving technical problems""}"
0f8e8da754e18b80933fd6b80a34696089ee4ac8,"SonarLint configuration",False,"Changes to configuration do not inherently fix bugs","{""IsBugFix"": false, ""Reason"": ""Changes to configuration do not inherently fix bugs""}"
d8ccfb9ec39234cc8ccb9f5eaac1a8300bf0abfd,"Set up CI with Azure Pipelines",False,"Setting up continuous integration is a development process improvement","{""IsBugFix"": false, ""Reason"": ""Setting up continuous integration is a development process improvement""}"
ecc8747a7951940aa751aaaeb680dc9cfeceb9c0,"Update azure-pipelines.yml for Azure Pipelines",False,"Config file update","{""IsBugFix"": false, ""Reason"": ""Config file update""}"
36fdb5c89111e6711d6c85511fad5e7b7cfd1915,"Update azure-pipelines.yml for Azure Pipelines",False,"YAML file update is unrelated to bug fixing","{""IsBugFix"": false, ""Reason"": ""YAML file update is unrelated to bug fixing""}"
8ae749a8d8e75325373e4d0e0c4ce97f997f53d1,"Added sonar scanning",False,"Sonar scanning is not a bugfix action, but rather quality and security improvement","{""IsBugFix"": false, ""Reason"": ""Sonar scanning is not a bugfix action, but rather quality and security improvement""}"
c8c402644315afea8173cf2b26a417035d45b684,"Naming consistency",True,"Improving readability and maintainability by ensuring consistent naming conventions can be considered a bug fix as it reduces the chance of errors caused by inconsistent file or variable names.","{""IsBugFix"": true, ""Reason"": ""Improving readability and maintainability by ensuring consistent naming conventions can be considered a bug fix as it reduces the chance of errors caused by inconsistent file or variable names.""}"
fc0b1d7f7c19919737c87d7b19f0693534512da5,"Addressing code smells",True,"Code smells may lead to bugs thus addressing them is often a bug fix","{""IsBugFix"": true, ""Reason"": ""Code smells may lead to bugs thus addressing them is often a bug fix""}"
8b5dcb35dbe61df8209321fb468f5856eddd3bb6,"Cleanup Actor.cs",True,"The term 'cleanup' suggests addressing issues or improvements in the code","{""IsBugFix"": true, ""Reason"": ""The term 'cleanup' suggests addressing issues or improvements in the code""}"
a3704f817e6f6cc299217f02c61fd9ee6d354a84,"Refactored effects",True,"The message suggests the code was refactored to potentially fix or improve related bugs.","{""IsBugFix"": true, ""Reason"": ""The message suggests the code was refactored to potentially fix or improve related bugs.""}"
5fac871aaf3e6ac5483bd0f3e85b1565da38b173,"Effects are messages",True,"Renaming a concept to clarify intent suggests a bug fix","{""IsBugFix"": true, ""Reason"": ""Renaming a concept to clarify intent suggests a bug fix""}"
08ed63667158e6c2c09c336f8dae8a5fdd15af90,"Removed empty blocks",True,"Removing empty blocks can directly improve code quality and reduce future maintenance issues","{""IsBugFix"": true, ""Reason"": ""Removing empty blocks can directly improve code quality and reduce future maintenance issues""}"
171697015e32fc342e3918df7de96c7c0dfa76dd,"Fixed door logic and object moving",True,"Fixed door logic and object movement is typically responsive to addressing specific gameplay issues","{""IsBugFix"": true, ""Reason"": ""Fixed door logic and object movement is typically responsive to addressing specific gameplay issues""}"
dd361aae432e9d01680a4c7c7dfb42734b3caa17,"Resolved warning on Cells",True,"Fixed a warning which often indicates an issue or bug","{""IsBugFix"": true, ""Reason"": ""Fixed a warning which often indicates an issue or bug""}"
b31ef065581531a09d002416538806f29531f588,"Paid down tech debt",True,"Tech debt paid off can be a bugfix if it includes fixing previously known issues.","{""IsBugFix"": true, ""Reason"": ""Tech debt paid off can be a bugfix if it includes fixing previously known issues.""}"
2aac745c0145f35a9e6773871f01cb31e6b28448,"Cleaned up command context teleportation",True,"Cleaning up code is often a part of bugfixes","{""IsBugFix"": true, ""Reason"": ""Cleaning up code is often a part of bugfixes""}"
fc75dfca3360f8a898c26d6bfc4ac6191327ac92,"Addressed code smells",True,"Addressing code smells typically indicates improvements in the code quality and maintainability which can prevent potential bugs.","{""IsBugFix"": true, ""Reason"": ""Addressing code smells typically indicates improvements in the code quality and maintainability which can prevent potential bugs.""}"
62b16105d4778f309113d58fd46cc751da3eeb11,"Addressed complexity around help",True,"Reduced complexity is typically an intent to fix existing issues or prevent future problems","{""IsBugFix"": true, ""Reason"": ""Reduced complexity is typically an intent to fix existing issues or prevent future problems""}"
e04f9610e1eff7f0f6194fcc49083dcd0abc239a,"Class should be marked as static",True,"Static method adjustment can be a fix for common design issues or bugs related to singleton patterns","{""IsBugFix"": true, ""Reason"": ""Static method adjustment can be a fix for common design issues or bugs related to singleton patterns""}"
c94c2f75a15a00acfc942143bba14cf266bbaad7,"Simplified encounter generation code",True,"Code simplification usually indicates a bugfix as it tends to improve the maintainability and reliability of the code.","{""IsBugFix"": true, ""Reason"": ""Code simplification usually indicates a bugfix as it tends to improve the maintainability and reliability of the code.""}"
867e2e62c3e9c6e38a70a4b307e74a0106a2c1fe,"Combat cleanup",True,"Eliminating wasteful code is indicative of a bug fix","{""IsBugFix"": true, ""Reason"": ""Eliminating wasteful code is indicative of a bug fix""}"
365f6e4ba5b0a6ad7b00c53c0372264892ddb389,"Misc. Cleanup",False,"Cleanup typically does not address a specific bug.","{""IsBugFix"": false, ""Reason"": ""Cleanup typically does not address a specific bug.""}"
7d775544e579b59615d586e7bb09db85dfc14e56,"Moved radius logic to new method to reduce complexity",True,"Moving logic to simplify the code is a common bugfix strategy aimed at reducing complexity and improving maintainability.","{    ""IsBugFix"": true,    ""Reason"": ""Moving logic to simplify the code is a common bugfix strategy aimed at reducing complexity and improving maintainability."" }"
54c213e99e5e433c376c698dafbb8263cc5c4970,"Addressed a few TODOs",True,"Addressing TODOs typically implies fixing previous issues","{""IsBugFix"": true, ""Reason"": ""Addressing TODOs typically implies fixing previous issues""}"
ca54ace59651d89df6a9e0b80fd596250e1f376a,"Addressed code inspection",True,"Code inspection likely aimed to fix issues uncovered","{""IsBugFix"": true, ""Reason"": ""Code inspection likely aimed to fix issues uncovered""}"
86037c174da2c57eb2a46aac2d6de41fe5954a9d,"Reduced code duplication",True,"Reducing code duplication can fix potential bugs by improving maintainability and readability","{""IsBugFix"": true, ""Reason"": ""Reducing code duplication can fix potential bugs by improving maintainability and readability""}"
ae3752c28d563620dbba7f24a8b7ee056aec5e68,"Cleaned up dead files, added build scripts",,"{""IsBugFix"": true, ""Reason"": ""Removal of dead files can be part of a maintenance process which sometimes includes bugfixes. However, there is insufficient information about the nature of changes to confirm it's solely a bug fix without potential impact on functionality or performance.""","{""IsBugFix"": true, ""Reason"": ""Removal of dead files can be part of a maintenance process which sometimes includes bugfixes. However, there is insufficient information about the nature of changes to confirm it's solely a bug fix without potential impact on functionality or performance."""
92222b3535832a09d41605609cc2f43cfc2eef78,"Clearing auto-gen files.",True,"Clearing files is often associated with removing redundancy and streamlining the codebase which can be seen as fixing issues.","{""IsBugFix"": true, ""Reason"": ""Clearing files is often associated with removing redundancy and streamlining the codebase which can be seen as fixing issues.""}"
e4ff7c96fddbdcd7bfa4fe3ade452c46848d6a1b,"Starting to cut down on duplications in EntityDataProvider",True,"Reduction of duplications typically indicates a minor bug fix or code cleanup","{""IsBugFix"": true, ""Reason"": ""Reduction of duplications typically indicates a minor bug fix or code cleanup""}"
10090c5c6ff180eec56a8503231670ee661c049a,"Added game manager tests",True,"Improvement of tests indicates a potential bug fix or at least an enhancement to quality for preventing future bugs.","{""IsBugFix"": true, ""Reason"": ""Improvement of tests indicates a potential bug fix or at least an enhancement to quality for preventing future bugs.""}"
e0ce2e894c9f4c5c0fda8db1eb6684898d876c64,"Early combat unit tests",True,"The presence of unit tests indicates a commit that is likely related to fixing bugs in the early combat system by adding testing.","{""IsBugFix"": true, ""Reason"": ""The presence of unit tests indicates a commit that is likely related to fixing bugs in the early combat system by adding testing.""}"
5b14fbb590323d353e559935d0842efa49c40548,"Added tests around attacks",True,"Adding tests specifically targets the improvement of code security","{""IsBugFix"": true, ""Reason"": ""Adding tests specifically targets the improvement of code security""}"
61949780b97ef69b1c87bdb102d899c5f1cf1881,"Added teleportation tests. Starting to refactor test cases.",True,"Testing a new feature implies addressing potential bugs and ensuring reliability","{""IsBugFix"": true, ""Reason"": ""Testing a new feature implies addressing potential bugs and ensuring reliability""}"
92003e665e52acc67e123af0c786f6148011c82d,"Added test case around trying to teleport into obstacles.",True,"The message indicates a new test case specific to improving handling of a particular bug or issue (inability to teleport into obstacles), implying the fix for this bug.","{""IsBugFix"": true, ""Reason"": ""The message indicates a new test case specific to improving handling of a particular bug or issue (inability to teleport into obstacles), implying the fix for this bug.""}"
21f1263f7d3131a53d38ce66bfdb992bba097517,"Teleportation tests involving actors.",True,"Teleportation tests likely involve fixing issues related to a functional feature","{""IsBugFix"": true, ""Reason"": ""Teleportation tests likely involve fixing issues related to a functional feature""}"
ea5474c14706e469fe5bbe8b57007abe8e727ca1,"Added basic vision tests",True,"Implementation of vision tests typically signifies a fix for existing issues or enhancing code reliability","{""IsBugFix"": true, ""Reason"": ""Implementation of vision tests typically signifies a fix for existing issues or enhancing code reliability""}"
7b61e19fc9e005f1a2d63669f929b7b91e7b338c,"Removed dead logic",True,"Removing dead logic typically indicates a bugfix commit as it implies improving code health by eliminating unnecessary or obsolete parts of the codebase.","{""IsBugFix"": true, ""Reason"": ""Removing dead logic typically indicates a bugfix commit as it implies improving code health by eliminating unnecessary or obsolete parts of the codebase.""}"
e85dabbc0c8014908b90cd7acd4a2238acb34c66,"Added corruption test",True,"Corruption test enhances quality by detecting bugs","{""IsBugFix"": true, ""Reason"": ""Corruption test enhances quality by detecting bugs""}"
b2cf15d5ddd7fd217cb6fa70e46e07981e36f8f2,"Added test for corrupt nearby",True,"The message indicates a bug fix action involving adding a test related to 'corrupt nearby', which implies rectifying an issue concerning data integrity. Such changes are typically considered bugfixes.","{""IsBugFix"": true, ""Reason"": ""The message indicates a bug fix action involving adding a test related to 'corrupt nearby', which implies rectifying an issue concerning data integrity. Such changes are typically considered bugfixes.""}"
12236e3540a98f0cf229646359f9a1f34768dc15,"Added an explosion test",True,"The message indicates the addition of a test specifically for an explosion feature which suggests it was to fix or improve functionality related to that feature","{""IsBugFix"": true, ""Reason"": ""The message indicates the addition of a test specifically for an explosion feature which suggests it was to fix or improve functionality related to that feature""}"
de18f513180e37697f0fbba12459793db4a6bc25,"Killed dead code in actor.",True,"Removing dead code is typically a bug fix action to enhance performance and prevent possible errors in the future.","{""IsBugFix"": true, ""Reason"": ""Removing dead code is typically a bug fix action to enhance performance and prevent possible errors in the future.""}"
3f4c9f6ccc270d5d19a49649c23c49275527cf2e,"DTO logic must die",True,"Removal of DTO suggests refactoring for code clarity and likely fixing a previous issue related to it","{""IsBugFix"": true, ""Reason"": ""Removal of DTO suggests refactoring for code clarity and likely fixing a previous issue related to it""}"
acf86eac574aa16037fed00a04a801dc2cac05c6,"Corruption spread test",,"{""IsBugFix"": true, ""Reason"": ""The message indicates a test related to corruption which implies addressing an issue. Without additional context though, it can't be confirmed if this was for fixing a bug; however, the scope of work suggests improvements in testing that could indirectly contribute","{""IsBugFix"": true, ""Reason"": ""The message indicates a test related to corruption which implies addressing an issue. Without additional context though, it can't be confirmed if this was for fixing a bug; however, the scope of work suggests improvements in testing that could indirectly contribute"
b401c9228189b3c6f1044ae471c71ed89b39a99b,"Added player test.",True,"A new test was added which typically aims to fix or prevent bugs in the code","{""IsBugFix"": true, ""Reason"": ""A new test was added which typically aims to fix or prevent bugs in the code""}"
64b6202e35563e174409b65197f604312e24a8ac,"Added cleansing test",True,"Introduction of a test signifies fixing or preventing potential bugs","{""IsBugFix"": true, ""Reason"": ""Introduction of a test signifies fixing or preventing potential bugs""}"
4a41f8d24157680630eb0c0898b757d2b2c0a62e,"Help tests, removing dead weight.",True,"Deletion of lines often indicates removal of dead code or unnecessary elements which is typically associated with bugfixes.","{""IsBugFix"": true, ""Reason"": ""Deletion of lines often indicates removal of dead code or unnecessary elements which is typically associated with bugfixes.""}"
0d3857a33bfaed525a05d27e317bf25235f887a3,"WIP on character swap",True,"Changes are directly related to code functionality","{""IsBugFix"": true, ""Reason"": ""Changes are directly related to code functionality""}"
bc2d97f8671414fff2d93aad6a6da88b96a7baac,"Fixed change player bug.",True,"Directly addressed a bug related to player functionality","{""IsBugFix"": true, ""Reason"": ""Directly addressed a bug related to player functionality""}"
9e120cac0daefd510b823c6b1dad99311ae1864c,"Actor names are now in a constants class.",True,"Changing actor names to a constants class is likely aiming at reducing hard-coded values and potential errors (such as typos), which can be considered a bugfix.","{""IsBugFix"": true, ""Reason"": ""Changing actor names to a constants class is likely aiming at reducing hard-coded values and potential errors (such as typos), which can be considered a bugfix.""}"
aee92d42d3bb8e16409d33fd1edda683bea52054,"Refactored entity definitions.",True,"Refactoring to improve code structure may indicate a bug fix.","{""IsBugFix"": true, ""Reason"": ""Refactoring to improve code structure may indicate a bug fix.""}"
7a63e125e9751a47794774a888b8376109f9c133,"Fixed failing / brittle tests; made it impossible for same mistake",True,"Clearly mentions fixing failing tests and prevention of future mistakes","{""IsBugFix"": true, ""Reason"": ""Clearly mentions fixing failing tests and prevention of future mistakes""}"
6bc47237cfc0a0253b484060f8fd716d17ccc2b3,"Moved the move architecture to use the Commands system.",True,"Moving architecture is a common fix for issues and implies resolving problems related to the original design.","{""IsBugFix"": true, ""Reason"": ""Moving architecture is a common fix for issues and implies resolving problems related to the original design.""}"
311f471d36127eca62bfee9354125e936d92e8b5,"Added level changing tests",True,"The addition of level changing tests suggests improvement in testing to catch bugs at different levels, likely indicating bugfix work","{""IsBugFix"": true, ""Reason"": ""The addition of level changing tests suggests improvement in testing to catch bugs at different levels, likely indicating bugfix work""}"
d07e255450d5a9694fb02d9e169bf41a8713bcde,"Unit test for actor help",True,"Unit test addition usually aims to improve code quality and reliability","{""IsBugFix"": true, ""Reason"": ""Unit test addition usually aims to improve code quality and reliability""}"
97c5b504f7a58efc516614821a23f86d801cc4ba,"Removed GameManager and added basic information on game state manager.",True,"Removing and adding components can be part of a bug fix if it resolves issues in the codebase","{""IsBugFix"": true, ""Reason"": ""Removing and adding components can be part of a bug fix if it resolves issues in the codebase""}"
07e76df478f253783d660b31437e56330e03be57,"Added clearer case around game command execution.",True,"Clarity in code execution paths can fix potential bugs by reducing confusion","{""IsBugFix"": true, ""Reason"": ""Clarity in code execution paths can fix potential bugs by reducing confusion""}"
172e547245f3a7af4e9e9f10149bdd7649393c4d,"Added capture core test",True,"The commit message indicates a new core test was added which could be for fixing bugs or improving testing","{""IsBugFix"": true, ""Reason"": ""The commit message indicates a new core test was added which could be for fixing bugs or improving testing""}"
